StationCode,MetricCalcSource,MetricID,Precip,FlowMetric,KeyMetric,GeneralMetric,MetricClass,DeltaH,Years,StartWY,EndWY,Current,Reference,ModelMatch,WatershedArea_Mi2
902M20173,Konrad,Qmean,Dry,,,,,0.002378789,2,2002,2006,0.002378789,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmeanMEDIAN,Dry,,,,,0.002378789,2,2002,2006,0.002378789,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmeanIDR,Dry,,,,,0.001573412,2,2002,2006,0.001573412,0,Rainbow_11044250,8.386
902M20173,Konrad,Qmed,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Qmax,Dry,,,,,0.27111415,2,2002,2006,0.27111415,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmaxIDR,Dry,,,,,0.030274322,2,2002,2006,0.030274322,0,Rainbow_11044250,8.386
902M20173,Konrad,HighNum,Dry,,,,,9.5,2,2002,2006,9.5,0,Rainbow_11044250,8.386
902M20173,Konrad,HighDur,Dry,,,,,2.5,2,2002,2006,2.5,0,Rainbow_11044250,8.386
902M20173,Konrad,Qmin,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QminIDR,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,LowNum,Dry,,,,,2,2,2002,2006,3,1,Rainbow_11044250,8.386
902M20173,Konrad,LowDur,Dry,,,,,-221,2,2002,2006,144,365,Rainbow_11044250,8.386
902M20173,Konrad,NoDisturb,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,Hydroperiod,Dry,,,,,0,2,2002,2006,1,1,Rainbow_11044250,8.386
902M20173,Konrad,FracYearsNoFlow,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,MedianNoFlowDays,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,PDC50,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,BFR,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,SFR,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonth,Dry,,,,,10,2,2002,2006,11,1,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonthQ,Dry,,,,,0.005892548,2,2002,2006,0.005892548,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,MinMonth,Dry,,,,,2,2,2002,2006,3,1,Rainbow_11044250,8.386
902M20173,Konrad,MinMonthQ,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q01,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q05,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q10,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q25,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q50,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q75,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q90,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q95,Dry,,,,,0,2,2002,2006,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q99,Dry,,,,,0.05152163,2,2002,2006,0.05152163,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Stephen,PercentLF,Dry,,,,,-1.917808219,2,2002,2006,98.08219178,100,Rainbow_11044250,8.386
902M20173,Stephen,RBI,Dry,,,,,1.892467249,2,2002,2006,1.892467249,0,Rainbow_11044250,8.386
902M20173,Colwell,P,Dry,,,,,0,2,2002,2006,1,1,Rainbow_11044250,8.386
902M20173,Colwell,C,Dry,,,,,0,2,2002,2006,1,1,Rainbow_11044250,8.386
902M20173,Colwell,M,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Colwell,CP,Dry,,,,,0,2,2002,2006,1,1,Rainbow_11044250,8.386
902M20173,Colwell,MP,Dry,,,,,0,2,2002,2006,0,0,Rainbow_11044250,8.386
902M20173,Konrad,Qmean,Wet,,,,,0.011240566,2,2003,2005,0.13503341,0.123792844,Rainbow_11044250,8.386
902M20173,Konrad,QmeanMEDIAN,Wet,,,,,0.011240566,2,2003,2005,0.13503341,0.123792844,Rainbow_11044250,8.386
902M20173,Konrad,QmeanIDR,Wet,,,,,0.001368985,2,2003,2005,0.176850248,0.175481263,Rainbow_11044250,8.386
902M20173,Konrad,Qmed,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Qmax,Wet,,,,,0.235757835,2,2003,2005,10.79785199,10.56209415,Rainbow_11044250,8.386
902M20173,Konrad,QmaxIDR,Wet,,,,,-0.519875147,2,2003,2005,10.64928529,11.16916044,Rainbow_11044250,8.386
902M20173,Konrad,HighNum,Wet,,,,,12,2,2003,2005,13.5,1.5,Rainbow_11044250,8.386
902M20173,Konrad,HighDur,Wet,,,,,-18.5,2,2003,2005,7,25.5,Rainbow_11044250,8.386
902M20173,Konrad,Qmin,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QminIDR,Wet,,,,,0,2,2003,2005,0,0,Rainbow_11044250,8.386
902M20173,Konrad,LowNum,Wet,,,,,0.5,2,2003,2005,1.5,1,Rainbow_11044250,8.386
902M20173,Konrad,LowDur,Wet,,,,,-21.5,2,2003,2005,93.5,115,Rainbow_11044250,8.386
902M20173,Konrad,NoDisturb,Wet,,,,,-37,2,2003,2005,37.5,74.5,Rainbow_11044250,8.386
902M20173,Konrad,Hydroperiod,Wet,,,,,0,2,2003,2005,1,1,Rainbow_11044250,8.386
902M20173,Konrad,FracYearsNoFlow,Wet,,,,,0,2,2003,2005,0,0,Rainbow_11044250,8.386
902M20173,Konrad,MedianNoFlowDays,Wet,,,,,0,2,2003,2005,0,0,Rainbow_11044250,8.386
902M20173,Konrad,PDC50,Wet,,,,,0,2,2003,2005,0,0,Rainbow_11044250,8.386
902M20173,Konrad,BFR,Wet,,,,,0,2,2003,2005,0,0,Rainbow_11044250,8.386
902M20173,Konrad,SFR,Wet,,,,,-1.140448452,2,2003,2005,-3217.366521,-3216.226073,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonth,Wet,,,,,0,2,2003,2005,10,10,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonthQ,Wet,,,,,0.013150196,2,2003,2005,0.788527322,0.775377126,Rainbow_11044250,8.386
902M20173,Konrad,MinMonth,Wet,,,,,1,2,2003,2005,5,4,Rainbow_11044250,8.386
902M20173,Konrad,MinMonthQ,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q01,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q05,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q10,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q25,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q50,Wet,,,,,0,2,2003,2005,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q75,Wet,,,,,8.01E-151,2,2003,2005,8.01E-151,6.27E-232,Rainbow_11044250,8.386
902M20173,Konrad,Q90,Wet,,,,,6.40E-05,2,2003,2005,6.40E-05,2.12E-63,Rainbow_11044250,8.386
902M20173,Konrad,Q95,Wet,,,,,0.119892426,2,2003,2005,0.119892426,4.16E-21,Rainbow_11044250,8.386
902M20173,Konrad,Q99,Wet,,,,,0.301052644,2,2003,2005,4.194524831,3.893472187,Rainbow_11044250,8.386
902M20173,Stephen,PercentLF,Wet,,,,,-5.342465753,2,2003,2005,92.32876712,97.67123288,Rainbow_11044250,8.386
902M20173,Stephen,RBI,Wet,,,,,0.048117469,2,2003,2005,0.872037151,0.823919682,Rainbow_11044250,8.386
