"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"36","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,-2,-0.02,-0.02,-166,NA,NA,NA,0.37,0,0,0,0,0,0,0,0,0,-166,-0.48,-0.01,-19,-17,-0.01,-0.42,-2
"37","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,-78,0,-0.62,-1,0,2.85,-8,3.9,0,-2,0,0,0,0,0,0,0,-1,-2.3,0,0,0,-1.7,-3.07,-14
"38","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,-1,-0.08,-0.06,-2,0,4.73,0,3.57,0,0,0,0,0,0,0,0,0,-2,-0.63,0,0,0,-0.04,-59.25,-1
"39","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,-74,-0.16,-0.63,-33,-1,-115.63,-61,22.53,0,0,0,0,0,0,0,0,0,-1,-2.58,0,0,-1,-0.48,-16.08,-2
"40","403STC009","403STC009_02052003_BMI_CSBP_Trans_1","2/5/03",0.94767171,1.09717344,1.02242257,34.53833,-118.75889,-74,-0.02,-0.62,-35,-1,-110.76,-61,23,0,0,0,0,0,0,0,0,0,-1,-2.51,0,0,0,-0.48,-5.93,-2
"41","403STC070","403STC070_02052003_BMI_CSBP_Trans_1","2/5/03",1.25138738,0.98502314,1.11820526,34.56667,-119.26278,-1,-0.04,-0.05,-3,0,0.12,0,0.67,0,0,0,0,0,0,0,0,0,-1,-0.66,-0.01,0,0,-0.03,-0.36,0
"42","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,-79,0,-0.18,-16,1,12.77,0,3.69,0,-1,0,0,0,0,0,-1,0,-1,-2.89,0,-1,-1,-0.14,-12.65,-1
"44","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,0,0,0,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0
"45","403WE0558","403WE0558_06282000_BMI_CSBP_Trans_1","6/28/00",0.98862444,0.98461951,0.98662198,34.49347,-118.45703,-7,-0.01,0,-41,-4,0.25,-44,2.49,-119,-120,-120,0,0,0,42,1,9,-121,-0.25,-0.31,0,-17,-0.24,0,-5
"46","403WE0560","403WE0560_07132000_BMI_CSBP_Trans_1","7/13/00",1.07840364,0.92513686,1.00177025,34.55841,-119.14079,0,-0.13,-0.06,-1,0,5.28,0,4.06,0,0,0,0,0,0,0,0,0,-1,-0.59,0,0,0,-0.04,-0.19,0
"47","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,-6,0.01,0.01,-4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,25,0,-0.03,-29,-29,-1.09,-1.3,-8
"48","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,0,0,0,-2,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,-0.01,0
"49","403WE0795","403WE0795_06062001_BMI_CSBP_Trans_1","6/6/01",1.07397954,1.09503013,1.08450483,34.6408,-119.08094,0,0,0,-8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-1,-0.04,0,0,0,0,0,-5
"50","403WE0809","403WE0809_06052001_BMI_CSBP_Trans_1","6/5/01",1.19558537,1.2850019,1.24029364,34.5515,-119.20811,0,0,0,-2,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,-1,-0.04,0,0,-1,0,-0.02,0
"51","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1","6/14/01",1.01843666,1.04262542,1.03053104,34.65926,-119.14255,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","403WE0905","403WE0905_07222008_BMI_RWB_1","7/22/08",1.17759043,1.12138198,1.14948621,34.55734,-119.24876,0,-0.07,-0.06,-21,-5,4.03,0,2.9,0,0,0,0,0,0,0,0,0,-1,-0.72,0,0,0,-0.04,-0.42,0
"53","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,-22,0.01,0.01,-4,0,0.22,0,0,-88,0,0,0,0,0,15.5,-11,-11,-4,0,-0.48,-35,-35,-1.09,0,-22
"54","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,-63,-0.01,-0.32,-53,NA,NA,NA,0.04,0,-27,0,0,-1,0,0,-1,0,-63,-0.23,-0.8,0,-3,-0.23,-0.7,-33
"55","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,-89,0,-0.34,-53,NA,NA,NA,0.83,-1,-30,0,0,-1,0,-8,-10,0,-62,-11.31,-0.8,-31,-8,-0.23,-1.66,-36
"56","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,-54,0,-0.32,-53,NA,NA,NA,0.06,0,-28,0,0,-1,0,0,-10.5,0,-62,0.06,-0.8,-33,-38,-0.23,-0.7,-33
"57","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,-6,0.01,0.01,-4,NA,NA,NA,0,-88,0,0,0,0,0,17,0,0,6,0,-0.03,-29,-29,-1.09,-1.3,-8
"58","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,-90,-0.01,-0.35,-53,NA,NA,NA,0.43,0,-27,-1,0,0,0,0,-2,0,-62,-0.04,-0.8,-38,-7,-0.23,-2.06,-33
"59","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,-90,-0.01,-0.35,-53,NA,NA,NA,0.22,0,-27,0,0,0,0,0,-2,0,-63,0.09,-0.8,-1,-3,-0.23,-0.7,-33
"60","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,-90,0,-0.35,-53,NA,NA,NA,0.73,0,-28,0,0,0,0,0,0,0,-58,-2.23,-0.8,-31,-7,-0.23,-1.47,-34
"61","404CE0316","404CE0316_07242007_BMI_RWB_1","7/24/07",0.42953167,0.33288402,0.38120784,33.99722,-118.4025,-123,-0.01,-5.93,-88,-2,363.76,-43,1844.03,-7,-110,-46,-1,-3,-2,-12,-8,-33.5,-97,-179.66,0,-7,0,-7.04,-338.77,-107
"62","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,-107,-0.01,-0.39,-52,NA,NA,NA,59.2,-3,-64,-74,0,0,0,0,-52,11,-82,-47.81,-0.7,-24,-4,-2.07,-1.91,-63
"63","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,-98,-0.01,-0.36,-67,NA,NA,NA,31.66,0,-54,-9,0,0,0,0,-14.5,0,-80,-5.65,-0.77,-2,-7,-1.15,-0.7,-54
"64","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,-89,0,-0.34,-3,NA,NA,NA,3.75,-1,-34,-41,-1,0,-1,0,-22.5,0.5,-61,-29.16,-0.75,0,1,-0.23,-2.94,-41
"65","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,-89,0,-0.34,-54,NA,NA,NA,1.89,-1,-29,-35,0,0,-2,0,-8,-8,-60,-14.66,-0.79,-6,-7,-0.23,-0.7,-32
"66","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,-94,0,-0.34,-60,NA,NA,NA,8.77,0,-38,0,0,-1,0,0,-5,0,-74,-14.07,-0.74,-5,-2,-0.23,-10.6,-46
"67","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,-100,0,-1.65,-66,NA,NA,NA,34.87,-1,-60,-67,0,0,-1,0,-30,-16.5,-81,-8.79,-0.7,0,-2,-0.23,-9.46,-57
"68","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,-55,0,-2.46,-93,NA,NA,NA,53.29,-1,-30,-32,-1,0,-1,0,-80,-20,-106,-1.9,-0.09,-45,-44,-1.8,-1.4,-74
"69","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,-90,0,-0.34,-53,NA,NA,NA,9.18,0,-40,-1,0,-1,0,0,-4.5,0,-67,-20.38,-0.73,-5,-4,-0.23,-0.82,-38
"70","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,-129,-0.01,-0.36,-58,NA,NA,NA,32.39,0,-55,-1,0,0,-1,0,-85,0,-80,-2.93,-0.62,-11,-1,-1.56,-1.87,-53
"71","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,-99,0,-0.36,-72,NA,NA,NA,33.78,0,-55,-29,0,0,-1,0,-15.5,-22.5,-81,-4.95,-0.77,-4,-7,-0.23,-1.28,-54
"72","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,-86,-0.01,-0.34,-66,NA,NA,NA,16.55,0,-48,-1,0,0,0,-1,-15.5,0,-75,-4.16,-0.77,-8,1,-0.71,-1.65,-43
"73","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,-65,-0.01,-7.34,-33,-4,-4.95,-27,73.59,-11,-99,-51,-1,-1,-1,-22.5,-40,-23,-100,-39.42,0,-8,-4,-0.07,-35.88,-93
"74","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,-99,-0.01,-0.35,-67,NA,NA,NA,31.73,0,-55,-9,0,0,0,0,-14.5,0,-80,-5.8,-0.77,-2,-6,-1.15,-0.7,-54
"75","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,-93,-0.01,-0.34,-71,NA,NA,NA,14.51,0,-46,-1,0,0,0,-1,-22,0,-74,-3.84,-0.77,-8,1,-0.71,-1.41,-56
"76","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,-93,0,-0.34,-71,NA,NA,NA,28.4,0,-52,-2,0,0,0,0,-15.5,0,-77,-5.98,-0.76,-6,-3,-0.71,-1.9,-54
"77","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,-92,0,-0.35,-71,NA,NA,NA,28.57,0,-52,-3,0,0,-1,0,-24.5,-0.5,-77,-5.84,-0.77,-6,-3,-0.71,-1.89,-54
"78","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,-82,-0.01,-0.37,-67,NA,NA,NA,34.04,0,-51,-2,0,-1,0,-21,-23,0,-80,-5.66,-0.74,-2,0,-2.07,-28.09,-54
"79","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,-87,-0.01,-0.34,-66,NA,NA,NA,16.75,0,-48,-1,0,0,0,-1,-15.5,-0.5,-75,-4.15,-0.77,-8,1,-2.07,-1.75,-37
"80","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,-108,0,-0.53,-31,-4,-6.64,-27,60.17,-11,-95,-49,-1,0,-1,-22.5,-40,-23.5,-106,-39.84,0,-6,2,-1.83,-30.41,-95
"81","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,-99,-0.01,-2.07,-72,NA,NA,NA,183.33,0,-78,-1,0,0,0,-1,-4,0,-82,-26.54,-0.69,-26,-16,-2.97,-120.22,-95
"82","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,-17,0,-0.01,-66,NA,NA,NA,11.59,-7,-319,-48,0,0,-2,-15,-2,1,-103,-7.1,0,-4,-3,0,-1.65,-55
"83","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,-91,-0.01,-0.34,-71,NA,NA,NA,26.17,0,-53,-1,0,0,0,-22.5,-17,0,-77,-5.96,-0.77,-6,-3,-2.07,-2.74,-54
"84","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,-104,0,-0.34,-60,NA,NA,NA,8.88,0,-39,-1,0,-1,-1,0,-5,0,-61,-16.26,-0.72,-5,-2,-0.23,-10.84,-45
"85","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,-1,0,0,0,NA,NA,NA,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"86","405PS0030","405PS0030_07082015_BMI_RWB_1","7/8/15",1.06476871,0.6488247,0.8567967,34.23487,-117.80523,0,-0.04,-0.05,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.62,0,0,0,0,-0.3,0
"87","405WE0777","405WE0777_06202001_BMI_CSBP_Trans_1","6/20/01",1.22327116,1.14574154,1.18450635,34.25461,-118.08523,-8,-0.5,0,0,-1,0.18,0,0.24,0,-120,-119,0,0,0,0,-14,23,-25,-0.04,-0.4,-12,-13,0,0,-4
"88","407CE0092","407CE0092_04272004_BMI_RWB_1","4/27/04",0.38989811,0.25195626,0.32092719,34.27931,-119.22089,-57,-0.9,0.2,-37,NA,NA,NA,0.14,-62,-150,-87,-1,0,-1,-2,21,-9.5,-130,-0.52,-0.33,-7,13,-0.1,0,-20
"89","407CE0220","407CE0220_05032006_BMI_RWB_1","5/3/06",0.44813332,0.42538158,0.43675745,34.28729,-119.21586,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,-1,-1,0,0,0
"90","407CE0668","407CE0668_05222007_BMI_RWB_1","5/22/07",0.42151147,0.26984725,0.34567936,34.28231,-119.21909,-57,-0.9,0.2,-37,NA,NA,NA,0.14,-62,-150,-87,-1,0,-1,-2,21,-9.5,-130,-0.52,-0.33,-7,13,-0.1,0,-20
"91","408BA0660","408BA0660_04272017_BMI_RWB_1","4/27/17",0.6407612,0.44047644,0.54061882,34.26784,-118.93781,116,-0.64,-0.63,-201,NA,NA,NA,266.53,-212,-364,-224,2,0,3,0,112,18.5,-90,-52.36,0,-159,-156,-0.61,-0.74,-14
"92","408BA0836","408BA0836_06042014_BMI_RWB_MCM_1","6/4/14",0.49921918,0.55818325,0.52870122,34.19071,-119.0051,68,-0.68,-0.68,-201,NA,NA,NA,315.21,-214,-364,-218,0,0,2,43,94,0,-64,60.75,0,-159,-162,-0.65,-0.73,-23
"93","408BA0916","408BA0916_05082008_BMI_RWB_1","5/8/08",0.98677149,0.58187625,0.78432387,34.23266,-118.95311,123,-0.71,-0.7,-201,NA,NA,NA,179.77,-208,-364,-220,3,0,4,18,82,-6,-69,50.29,0,-159,-156,-0.68,-0.76,-21
"94","408CAL012","408CAL012_10302001_BMI_CSBP_Trans_1","10/30/01",0.73202817,0.5622054,0.64711679,34.27242,-118.78131,-62,-0.58,-0.84,-192,NA,NA,NA,121.73,-1,-250,-1,0,0,0,0,-20,0,-5,-115.46,-0.18,-1,4,-1.29,-38.24,-63
"95","408PS0032","408PS0032_05212008_BMI_RWB_MCM_1","5/21/08",0.68520605,0.56951694,0.6273615,34.1688,-119.05743,117,-1.4,-1.38,-200,NA,NA,NA,485.1,-214,-364,-222,1,0,3,22,112,15,-95,-84.13,0,-158,-161,-1.33,-1.56,-14
"96","408WE0547","408WE0547_07122000_BMI_CSBP_Trans_1","7/12/00",0.57194799,0.52345272,0.54770035,34.19094,-119.0859,NA,NA,NA,-169,NA,NA,NA,1,-262,-364,-260,2,0,4,-1,-11.5,-1,-212,-108.46,0,0,46,0,1.04,-3
"97","408WE0654","408WE0654_06132001_BMI_CSBP_Trans_1","6/13/01",0.57245645,0.51648834,0.5444724,34.16522,-119.09069,NA,NA,NA,-276,NA,NA,NA,3.9,-261,-362,-255,3,1,2,21.5,-11.5,-21,-153,-0.11,0,-17,3,0,0,-39
