"","hydro","bio","Condition"
"382",0,0,0
"258",64,0.12843705,0
"399",55,0.12914001,0
"407",0,0.1529985,0
"210",60,0.20542871,0
"365",-15,0.22448387,0
"203",-5,0.23429339,0
"338",82,0.24551089,0
"346",51,0.25638837,0
"321",-7,0.2568856,0
"98",-1,0.266129,0
"37",0,0.33377852,0
"206",92,0.3389655,0
"367",81,0.3389655,0
"238",20,0.35812668,0
"358",-19,0.35944321,0
"322",12,0.38244883,0
"340",51,0.38458256,0
"320",53,0.38473677,0
"332",39,0.38473878,0
"88",81,0.38989811,0
"363",0,0.39320791,0
"190",52,0.39645478,0
"244",43,0.39806072,0
"112",-15,0.39845887,0
"179",0,0.40431592,0
"90",81,0.42151147,0
"35",0,0.42262585,0
"356",0,0.42581508,0
"61",0,0.42953167,0
"384",0,0.43721671,0
"362",-2,0.43860735,0
"227",41,0.43924677,0
"201",63.5,0.44435759,0
"275",-5,0.44491679,0
"89",-1,0.44813332,0
"386",0,0.45002717,0
"77",33,0.45160413,0
"67",27,0.45596072,0
"404",0,0.47978956,0
"326",63,0.48636422,0
"354",0,0.49493697,0
"92",-55.5,0.49921918,0
"26",0,0.50063777,0
"189",41,0.50659424,0
"199",10.5,0.50749558,0
"334",4,0.50994226,0
"402",4.5,0.51000921,0
"381",0,0.51023943,0
"377",0,0.51029346,0
"315",84,0.51117244,0
"175",18,0.51148097,0
"224",82.5,0.51395308,0
"72",1,0.54496177,0
"283",41,0.56215127,0
"403",-2,0.5622131,0
"200",20.5,0.56409891,0
"395",-1,0.56445899,0
"255",52,0.56476926,0
"406",-5,0.56482775,0
"133",105,0.56525695,0
"397",0,0.57176397,0
"96",46,0.57194799,0
"97",12.5,0.57245645,0
"267",26,0.5736453,0
"408",0,0.5795684,0
"405",0,0.58024666,0
"68",3,0.58140572,0
"99",59.5,0.58420235,0
"62",29,0.58896347,0
"109",0,0.58976735,0
"393",-0.5,0.59386859,0
"221",16.5,0.59636896,0
"64",39,0.60294547,0
"316",1,0.60391094,0
"195",15,0.60644694,0
"300",23.5,0.60786481,0
"63",33,0.60968734,0
"73",57,0.61217202,0
"75",1,0.61386252,0
"348",79.5,0.61506606,0
"11",-1,0.61621207,0
"80",71.5,0.61848048,0
"254",-16,0.61926361,0
"76",31,0.62048115,0
"122",0,0.62480521,0
"389",0,0.62551223,0
"323",63,0.62590045,0
"38",0,0.6328693,0
"310",56.5,0.63452129,0
"246",-2,0.63499858,0
"289",-10,0.63519592,0
"357",11,0.64005872,0
"39",0,0.64045402,0
"91",-40,0.6407612,0
"243",-54,0.64311282,0
"231",-5,0.64799035,0
"378",6.5,0.65036397,0
"371",-1,0.65141167,0
"409",0,0.65536081,0
"79",2,0.65591767,0
"123",8,0.65599068,0
"302",46,0.66097717,0
"59",-3,0.66784033,0
"239",28,0.6683719,0
"260",-11,0.67000537,0
"366",0,0.67015301,0
"333",68,0.6730461,0
"359",-12,0.67321659,0
"241",42,0.67352333,0
"385",0,0.67421868,0
"188",47.5,0.68350335,0
"95",-42.5,0.68520605,0
"245",81,0.69113914,0
"394",0,0.69602838,0
"388",0,0.69998073,0
"53",0,0.7016109,0
"236",59,0.70428368,0
"270",-44,0.70731384,0
"372",0,0.70887591,0
"380",0,0.71113,0
"307",66.5,0.71737683,0
"360",0,0.72423025,0
"274",90,0.72603365,0
"248",75,0.72895302,0
"102",0,0.72943747,0
"369",-2,0.72949256,0
"192",18,0.72958736,0
"94",23,0.73202817,0
"205",70,0.73483131,0
"82",61.5,0.74064526,0
"100",-21,0.74091358,0
"264",-54.5,0.74282499,0
"240",34,0.74743873,0
"78",26,0.75093391,0
"15",0,0.75197227,0
"303",-57.5,0.75931819,1
"101",22,0.761421,1
"259",-42,0.76269697,1
"383",-1,0.76318594,1
"396",-2,0.76467646,1
"287",0,0.76693639,1
"81",46,0.76755326,1
"291",-45,0.7679303,1
"336",69.5,0.77016709,1
"222",0,0.7722652,1
"376",0,0.774353,1
"162",0,0.77761683,1
"337",74,0.77772298,1
"70",39,0.77847125,1
"392",-1,0.78042237,1
"132",-29,0.78222348,1
"313",68,0.78255939,1
"361",0,0.78267257,1
"268",87,0.78270125,1
"398",0,0.78298411,1
"212",18.5,0.78454047,1
"174",3,0.78514768,1
"347",38,0.78684234,1
"142",0.5,0.78813251,1
"202",114,0.78953594,1
"226",0,0.80009541,1
"74",33,0.80328807,1
"30",0,0.80468203,1
"249",26,0.8052997,1
"27",0,0.81519658,1
"257",31.5,0.82903051,1
"25",0.5,0.83594331,1
"13",0,0.84225358,1
"256",-25,0.8439972,1
"124",-2,0.84428889,1
"28",0,0.84471377,1
"213",0,0.84594559,1
"296",26.5,0.84818492,1
"235",12,0.8489048,1
"217",-3,0.84910302,1
"139",-29,0.85281563,1
"183",0,0.85453806,1
"331",-5,0.85939374,1
"151",46,0.86023158,1
"279",0,0.86183352,1
"216",-29,0.86392761,1
"228",52.5,0.8650202,1
"351",0,0.86727105,1
"119",1.5,0.8697001,1
"42",0,0.87303191,1
"57",-29,0.87309251,1
"127",5,0.87349684,1
"220",59,0.8785796,1
"197",0,0.8845536,1
"375",0,0.88469092,1
"128",-1,0.88644814,1
"271",0,0.8876003,1
"6",0,0.88825769,1
"309",0,0.89201126,1
"350",22,0.89251612,1
"229",0,0.89372278,1
"233",77.5,0.89393933,1
"135",63,0.89413886,1
"120",-2,0.89480661,1
"19",0,0.89504086,1
"311",2,0.89715477,1
"314",0.5,0.89956908,1
"83",31,0.90200056,1
"208",17,0.90842002,1
"138",98.5,0.90864304,1
"71",23,0.91022292,1
"317",20.5,0.91333628,1
"250",0,0.91405806,1
"182",0,0.91445196,1
"58",-7,0.91563561,1
"292",123,0.91814426,1
"161",14,0.92231154,1
"148",0,0.92801724,1
"232",0,0.92940467,1
"184",-11,0.93219507,1
"103",-9,0.93327878,1
"242",0,0.93471678,1
"130",0,0.93697443,1
"5",-29,0.94113407,1
"40",0,0.94767171,1
"209",11,0.94796634,1
"280",0,0.95088295,1
"21",0,0.95929163,1
"374",-0.5,0.96436591,1
"146",1.5,0.96651634,1
"149",0,0.96784781,1
"24",0,0.97277465,1
"185",48.5,0.97324705,1
"17",0,0.97330032,1
"47",-29,0.97340199,1
"286",0,0.97379819,1
"299",0,0.97404932,1
"339",0,0.97485814,1
"262",0,0.97568934,1
"65",-7,0.97881247,1
"328",0,0.97940779,1
"269",0,0.98151736,1
"173",0.5,0.98181077,1
"3",0,0.98393678,1
"237",4,0.98409086,1
"33",0,0.98566524,1
"93",-52.5,0.98677149,1
"163",1.5,0.9872586,1
"45",-17,0.98862444,1
"105",-3,0.99087917,1
"69",31,0.99158429,1
"44",0,0.99305801,1
"324",5,0.99311819,1
"298",-6,0.99684621,1
"301",0,1.00028268,1
"147",0,1.00161487,1
"4",0,1.00210875,1
"225",0,1.00263957,1
"364",0,1.00385632,1
"387",-2,1.00541247,1
"349",21,1.00726819,1
"22",0,1.00797511,1
"153",0,1.00799082,1
"265",12.5,1.00892269,1
"143",0,1.01056442,1
"305",-1,1.01195761,1
"129",-1,1.01523621,1
"379",0,1.01572178,1
"273",-4,1.01601966,1
"285",2,1.01694941,1
"308",31.5,1.01777753,1
"318",0,1.01796345,1
"51",0,1.01843666,1
