"","hydro","bio","Condition"
"203",-8,0.23429339,0
"98",1,0.266129,0
"37",0.5,0.33377852,0
"35",0,0.42262585,0
"61",-2,0.42953167,0
"384",-3.5,0.43721671,0
"201",-5,0.44435759,0
"386",0,0.45002717,0
"199",-2.5,0.50749558,0
"175",0,0.51148097,0
"200",7.5,0.56409891,0
"255",-9,0.56476926,0
"99",1,0.58420235,0
"221",0,0.59636896,0
"195",-4,0.60644694,0
"300",1,0.60786481,0
"73",7,0.61217202,0
"348",-31,0.61506606,0
"80",7,0.61848048,0
"38",0,0.6328693,0
"310",10,0.63452129,0
"289",-6,0.63519592,0
"357",6.5,0.64005872,0
"39",0,0.64045402,0
"371",0.5,0.65141167,0
"302",-4.5,0.66097717,0
"359",-4,0.67321659,0
"241",1,0.67352333,0
"53",0,0.7016109,0
"236",-19,0.70428368,0
"380",8,0.71113,0
"307",2,0.71737683,0
"274",-8,0.72603365,0
"248",0,0.72895302,0
"102",1.5,0.72943747,0
"192",0,0.72958736,0
"205",2,0.73483131,0
"100",0,0.74091358,0
"240",-1.5,0.74743873,0
"15",0,0.75197227,0
"101",-15.5,0.761421,1
"287",0,0.76693639,1
"222",1,0.7722652,1
"132",0,0.78222348,1
"212",-1,0.78454047,1
"174",-1,0.78514768,1
"202",1,0.78953594,1
"249",0,0.8052997,1
"25",-1,0.83594331,1
"256",0,0.8439972,1
"124",-1,0.84428889,1
"28",-5,0.84471377,1
"213",0,0.84594559,1
"235",-3.5,0.8489048,1
"228",-9,0.8650202,1
"220",-5,0.8785796,1
"197",0,0.8845536,1
"128",0,0.88644814,1
"271",-7,0.8876003,1
"233",1,0.89393933,1
"135",2,0.89413886,1
"19",-31,0.89504086,1
"208",-3.5,0.90842002,1
"317",1,0.91333628,1
"292",-2,0.91814426,1
"148",-1,0.92801724,1
"103",-6,0.93327878,1
"5",0,0.94113407,1
"40",0,0.94767171,1
"209",-5,0.94796634,1
"149",0,0.96784781,1
"24",1,0.97277465,1
"185",1,0.97324705,1
"17",-5,0.97330032,1
"328",-5,0.97940779,1
"33",0,0.98566524,1
"45",-2.5,0.98862444,1
"105",-0.5,0.99087917,1
"298",-1,0.99684621,1
"147",0,1.00161487,1
"225",0,1.00263957,1
"349",7,1.00726819,1
"22",2,1.00797511,1
"265",1,1.00892269,1
"305",0,1.01195761,1
"129",2,1.01523621,1
"137",0,1.02084484,1
"230",1,1.0232998,1
"304",-1.5,1.03220929,1
"191",-4,1.03589939,1
"284",0,1.05454853,1
"181",2.5,1.0567298,1
"186",1,1.06833621,1
"46",0,1.07840364,1
"218",1,1.07981054,1
"247",1,1.08178093,1
"156",0,1.0880936,1
"342",0,1.09317744,1
"297",0,1.09967795,1
"251",1,1.10049897,1
"345",0,1.10091815,1
"353",0,1.10641874,1
"278",0,1.11015265,1
"176",0,1.12038116,1
"32",0,1.12084272,1
"125",0,1.14004617,1
"43",1,1.16092004,1
"276",0,1.1624198,1
"312",0,1.16297591,1
"52",-5,1.17759043,1
"167",0,1.18079619,1
"198",-9,1.18438084,1
"116",0,1.18741016,1
"50",0,1.19558537,1
"319",0,1.19972201,1
"159",-1,1.20517323,1
"87",-1,1.22327116,1
"214",0,1.22660656,1
"144",0,1.23393264,1
"330",0.5,1.23885108,1
"204",0,1.24870745,1
"41",0,1.25138738,1
"207",0,1.2731145,1
"34",-5,1.27320413,1
"211",-0.5,1.30834475,1
"14",0,1.32741831,1
"177",1,1.34085153,1
