"","hydro","bio","Condition"
"399",48,0.18790515,0
"258",43,0.19572719,0
"338",153,0.22326372,0
"210",38,0.247141,0
"98",-1,0.25363094,0
"203",31,0.27648349,0
"346",59,0.28905096,0
"340",59,0.30514122,0
"365",116,0.30963801,0
"320",27,0.3162225,0
"206",85,0.3183807,0
"88",64,0.32092719,0
"367",85,0.33964672,0
"90",64,0.34567936,0
"190",37,0.35264336,0
"37",0,0.35582777,0
"189",33,0.3793973,0
"61",43.5,0.38120784,0
"332",0,0.3827088,0
"322",26,0.38669408,0
"67",21,0.38743589,0
"238",-3,0.38914789,0
"227",37.5,0.39156307,0
"244",53,0.3943199,0
"224",44.5,0.39595901,0
"321",-1,0.40747074,0
"112",116,0.40829885,0
"315",54,0.41761266,0
"326",124,0.4232468,0
"275",-1,0.42538242,0
"201",42,0.43670957,0
"89",0,0.43675745,0
"99",29,0.43914537,0
"140",0,0.44563694,0
"68",-45,0.44668746,0
"199",-16,0.45004569,0
"334",-1,0.45460791,0
"407",0,0.45891917,0
"133",73,0.46867387,0
"382",0,0.4808108,0
"200",14.5,0.49038395,0
"316",-2,0.49256677,0
"26",0,0.49735398,0
"62",21,0.49815508,0
"72",-8,0.50140008,0
"195",-10,0.50203231,0
"221",10,0.51004389,0
"35",0,0.51029031,0
"255",34.5,0.51139814,0
"179",0,0.51183412,0
"362",0,0.5144808,0
"175",-1,0.51458513,0
"300",154,0.52626722,0
"397",0,0.52647347,0
"92",162,0.52870122,0
"64",25.5,0.53057425,0
"406",0,0.53518099,0
"348",44,0.53897512,0
"91",162,0.54061882,0
"267",20,0.54349689,0
"97",0,0.5444724,0
"283",-3,0.5445159,0
"302",36,0.54564553,0
"96",43,0.54770035,0
"333",47,0.54960926,0
"386",0,0.554811,0
"77",-1,0.55596817,0
"205",35,0.55965967,0
"310",62,0.56092371,0
"76",-1,0.56198173,0
"402",-1,0.56745794,0
"245",43,0.56827563,0
"337",53,0.56875438,0
"80",35.5,0.56885714,0
"75",-2,0.5695332,0
"243",162,0.57650154,0
"236",35.5,0.57818974,0
"102",29.5,0.5790054,0
"323",134,0.58320196,0
"356",0,0.58382154,0
"254",21,0.58405462,0
"246",30,0.58413588,0
"307",37.5,0.58432304,0
"274",61,0.5851857,0
"408",0,0.58788962,0
"239",33,0.58989032,0
"82",39.5,0.5899193,0
"272",0,0.59191749,0
"241",33.5,0.59625569,0
"358",-13,0.5968458,0
"260",-1,0.60007522,0
"222",0,0.60137346,0
"73",32,0.60426322,0
"188",42,0.6056683,0
"100",-1,0.60665192,0
"384",0,0.6069942,0
"234",0,0.6082066,0
"347",9,0.60851586,0
"259",162,0.60999244,0
"192",29,0.61035666,0
"79",-8,0.61100412,0
"289",0,0.61364804,0
"63",-2,0.61471992,0
"39",0,0.61555212,0
"270",154,0.61611238,0
"11",0,0.61648899,0
"336",121,0.62028659,0
"313",41.5,0.62178753,0
"366",0,0.62436686,0
"95",154,0.6273615,0
"109",0,0.63123836,0
"127",0,0.63247206,0
"354",0,0.63438174,0
"257",40.5,0.63514306,0
"378",-9.5,0.63680663,0
"123",-1,0.64073994,0
"393",-1,0.64125673,0
"268",47,0.64250594,0
"359",0,0.64431266,0
"264",162,0.6446707,0
"231",-2,0.64473928,0
"212",8.5,0.64702057,0
"94",41,0.64711679,0
"81",21,0.64755678,0
"363",0,0.65146583,0
"291",162,0.65381825,0
"174",45.5,0.65446951,0
"357",0,0.65661897,0
"232",0,0.65962025,0
"202",75,0.65998032,0
"101",0,0.6601853,0
"248",46,0.66341859,0
"135",34,0.66378652,0
"15",0,0.66768291,0
"249",14,0.66822034,0
"38",0,0.66845129,0
"132",-29,0.67093594,0
"380",0,0.67651281,0
"256",-1,0.67868323,0
"404",0,0.6799576,0
"74",-2,0.68147192,0
"220",45.5,0.68284466,0
"296",180,0.68677844,0
"70",-2,0.68773645,0
"138",39.5,0.69186994,0
"235",-4,0.69219839,0
"240",19.5,0.69224343,0
"303",162,0.69324824,0
"233",133,0.70290087,0
"149",0,0.70484419,0
"387",0,0.70621965,0
"146",0,0.70661209,0
"53",0,0.71636204,0
"30",0,0.72066732,0
"228",41,0.72245968,0
"405",0,0.72291588,0
"142",0,0.72393462,0
"388",0,0.72698457,0
"78",0,0.73129612,0
"350",0,0.7315419,0
"371",0,0.73285566,0
"57",-29,0.74108231,0
"372",0,0.74137498,0
"65",-1,0.74215385,0
"314",0,0.74219954,0
"376",0,0.74514803,0
"119",0,0.74908367,0
"317",163,0.7510035,0
"299",0,0.75116919,0
"103",0,0.75573503,0
"403",0,0.757414,0
"377",0,0.76049814,0
"213",0,0.76260127,0
"71",9,0.76466739,0
"292",75,0.76741067,0
"279",0,0.77008443,0
"151",212,0.77045165,0
"324",0,0.77159064,0
"83",-1,0.77184563,0
"217",0,0.77276685,0
"389",0,0.77580046,0
"265",90.5,0.77588195,0
"182",0,0.77657661,0
"197",0,0.77938373,0
"209",0,0.78378935,0
"93",162,0.78432387,0
"381",0,0.78446438,0
"59",0,0.78692025,0
"27",0,0.78752742,0
"395",0,0.79247542,0
"285",35,0.79248949,0
"184",0,0.79741575,1
"400",0,0.80096161,1
"369",0,0.80135845,1
"286",0,0.80216245,1
"237",0,0.80380144,1
"13",0,0.8050079,1
"139",-29,0.8068595,1
"349",0,0.80710135,1
"183",0,0.80718934,1
"163",0,0.81053916,1
"242",0,0.81225478,1
"216",0,0.81261515,1
"185",47,0.81475321,1
"120",0,0.81973976,1
"327",-9.5,0.82021357,1
"247",35,0.82145675,1
"343",0,0.82443522,1
"273",-5,0.82517432,1
"122",0,0.82791732,1
"28",0,0.82832065,1
"42",0,0.83220584,1
"287",0,0.83544561,1
"308",35,0.83602564,1
"160",0,0.83628379,1
"342",0,0.8365546,1
"301",36,0.83825244,1
"398",1,0.83932083,1
"230",0,0.84277761,1
"360",0,0.84401746,1
"250",0,0.84737441,1
"309",0,0.8500512,1
"17",0,0.85018692,1
"331",0,0.85028143,1
"226",0,0.85103812,1
"339",29,0.85135989,1
"284",47,0.85521151,1
"328",0,0.85564589,1
"86",0,0.8567967,1
"318",0,0.8576797,1
"173",-1,0.86430884,1
"218",0,0.86731796,1
"282",0,0.87148934,1
"44",0,0.87474137,1
"161",-0.5,0.87653801,1
"392",0,0.87662367,1
"5",-29,0.87864121,1
"181",-2,0.87929304,1
"4",139,0.87943551,1
"409",1,0.8796922,1
"47",-29,0.87993416,1
"130",0,0.88102634,1
"278",26,0.8815387,1
"305",-1,0.88288755,1
"105",0,0.88518212,1
"280",0,0.88745888,1
"162",0,0.88913062,1
"351",0,0.89219419,1
"128",0,0.89250403,1
"108",0,0.89295005,1
"143",0,0.89300943,1
"374",0,0.89435204,1
"229",0,0.89538019,1
"169",-3,0.89953775,1
"85",0,0.89974218,1
"353",-1,0.90150652,1
"25",0,0.90286736,1
"304",0,0.90650611,1
"58",-2,0.90881297,1
"19",0,0.91064,1
"208",17,0.91430341,1
"153",-1,0.91821365,1
"36",0,0.918416,1
"191",-13,0.91978621,1
"114",0,0.92076299,1
"24",0,0.92141272,1
"271",0,0.92244845,1
"107",0,0.92475942,1
"298",-1,0.92962258,1
"157",0,0.9305125,1
"21",0,0.93294154,1
"262",0,0.93527696,1
"43",0,0.93616124,1
"193",0,0.93620304,1
"251",-15,0.9364029,1
"379",0,0.93765686,1
"325",0,0.94066618,1
"361",0,0.9407631,1
"225",0,0.94167603,1
"158",0,0.94193415,1
"401",0,0.94484006,1
"385",0,0.94682923,1
"6",0,0.94924933,1
"111",0,0.94943121,1
"137",-29,0.94997187,1
"383",0,0.95081791,1
"69",-2,0.95098493,1
"311",0,0.95433022,1
"168",0,0.95589196,1
"129",0,0.95649537,1
"281",0,0.96326571,1
"150",0,0.96401838,1
"394",0,0.96424437,1
"335",0,0.96463994,1
"269",0,0.96599712,1
"55",-9,0.96808929,1
"330",0,0.9686956,1
"375",1,0.9691859,1
"156",0,0.97304935,1
"196",0,0.97386928,1
"186",0,0.97853209,1
"187",0,0.9806938,1
"176",0,0.98080398,1
"29",-29,0.98197339,1
"66",-2,0.98543418,1
"134",0,0.98625526,1
"45",40,0.98662198,1
"263",0,0.98925479,1
"368",0,0.98975174,1
"215",0,0.99065729,1
"293",0,0.99169765,1
"115",0,0.9918117,1
"294",0,0.99201693,1
"124",-1,0.99779787,1
"214",0,0.99823018,1
"207",0,1.00026591,1
"84",-1,1.00086982,1
"46",0,1.00177025,1
"297",0,1.0031734,1
"290",-2,1.00507852,1
"344",0,1.00668171,1
"396",-1,1.00680669,1
"20",0,1.00684557,1
"295",0,1.00730755,1
"12",0,1.01035327,1
"33",0,1.01059794,1
"364",0,1.0132347,1
"2",0,1.01378344,1
"306",-1,1.01607207,1
"252",0,1.01608787,1
"345",0,1.01627269,1
"204",0,1.01782875,1
"312",0,1.01788844,1
"164",0,1.01992536,1
"40",0,1.02242257,1
"373",1,1.02800485,1
"144",0,1.03004025,1
"51",0,1.03053104,1
"277",0,1.03593073,1
"341",29.5,1.03839419,1
"16",0,1.03995266,1
"22",0,1.04279807,1
"171",-1,1.04646345,1
"110",-1,1.05023582,1
"141",0,1.05025676,1
"180",0,1.05159437,1
"170",0,1.05272603,1
"167",-1,1.05482853,1
"56",0,1.05518208,1
"154",-1,1.05912257,1
"121",0,1.06006145,1
"355",-1,1.06469577,1
"266",0,1.06715785,1
"3",0,1.07078787,1
"219",0,1.07230208,1
"276",0,1.07245343,1
"32",0,1.07551273,1
"54",0,1.07900843,1
"145",-29,1.08427616,1
"49",0,1.08450483,1
"198",0,1.08557851,1
"177",0,1.0860095,1
"148",0,1.08652166,1
"261",0,1.08854903,1
"1",0,1.09697177,1
"147",0,1.09853885,1
"8",0,1.10186652,1
"319",0,1.10368672,1
"253",0,1.10527823,1
"7",0,1.10735915,1
"60",-2,1.10745954,1
"136",-29,1.11429151,1
"9",0,1.11638544,1
"41",0,1.11820526,1
"34",0,1.12014835,1
"10",0,1.12140859,1
"370",0,1.12202399,1
"131",0,1.1293264,1
"126",0,1.131479,1
"104",0,1.13733248,1
"194",0,1.14229335,1
"52",0,1.14948621,1
"172",0,1.1503791,1
"288",0,1.15240447,1
"18",0,1.15487938,1
"329",-1,1.17230173,1
"116",0,1.17880233,1
"87",0,1.18450635,1
"178",0,1.18515703,1
"23",0,1.18598186,1
"125",-1,1.1904579,1
"118",0,1.19072472,1
"211",0,1.19354708,1
"159",0,1.20608577,1
"14",0,1.21595066,1
"106",0,1.21894222,1
"155",0,1.2248995,1
"117",0,1.23722953,1
"50",0,1.24029364,1
"48",0,1.25030102,1
"31",0,1.25857131,1
