"","hydro","bio","Condition"
"66",0,0,0
"43",-26,0.234293392,0
"269",-38,0.244430928,0
"234",0,0.437306524,0
"41",-29,0.444357593,0
"237",0,0.450027175,0
"58",-37.5,0.516031075,0
"35",-6,0.52730343,0
"13",-27,0.542260268,0
"96",-28,0.555804673,0
"117",-63,0.597910067,0
"14",-27,0.613777159,0
"62",-27,0.622019238,0
"195",-25,0.629369926,0
"206",-13,0.640058725,0
"133",-12,0.648159101,0
"220",0,0.651256442,0
"154",-27,0.657182762,0
"144",-8,0.657312117,0
"146",-14.5,0.660999668,0
"255",-3,0.666797341,0
"208",0,0.67331621,0
"82",-13,0.673523331,0
"89",-8,0.676875129,0
"77",-30,0.699027832,0
"53",-1,0.706004476,0
"230",-0.5,0.711177602,0
"151",-61,0.712893228,0
"32",-26,0.723073189,0
"40",-20.5,0.725270028,0
"31",-44,0.757236396,1
"148",0,0.760809435,1
"63",0,0.772235524,1
"119",0,0.775013382,1
"130",0,0.782740399,1
"48",0,0.784739638,1
"161",-7,0.788491753,1
"42",-7,0.789535937,1
"52",-34,0.797682095,1
"69",-28,0.810956433,1
"90",-59,0.811309397,1
"97",-9,0.824669024,1
"88",-28,0.831100835,1
"39",-0.5,0.83374274,1
"76",-33,0.835844727,1
"81",-38,0.843264207,1
"188",-28,0.843299207,1
"45",-47,0.859490192,1
"74",-8,0.865521978,1
"61",-47,0.878579603,1
"253",0,0.880149457,1
"114",0,0.89661147,1
"71",0,0.900984067,1
"136",-27,0.911586085,1
"25",-9,0.912419114,1
"49",0,0.925608641,1
"5",-61,0.954074895,1
"102",1,0.966563298,1
"149",-1,0.967340652,1
"37",-1,0.973645324,1
"172",0,0.979407792,1
"196",-12,1.007268189,1
"108",-9,1.008922689,1
"26",0,1.023822198,1
"92",3,1.026116662,1
"240",-1,1.036390861,1
"142",-2,1.043211147,1
"59",0,1.048584436,1
"127",-9,1.05454853,1
"244",-12,1.083029189,1
"189",0,1.093177438,1
"202",-20,1.093553406,1
"121",-61,1.097318517,1
"20",-2.5,1.109322382,1
"141",-61,1.112443863,1
"192",0,1.117726057,1
"15",0,1.120381158,1
"16",0,1.156517482,1
"38",0,1.184380837,1
"156",0,1.187720075,1
"163",0,1.199722006,1
"174",0,1.232530412,1
"54",-1,1.23785983,1
"44",0,1.255078406,1
"6",0,1.272685694,1
"4",0,1.273107613,1
"47",0,1.292700876,1
"51",-1,1.314497154,1
